X1	X2	X3	X4	p_adjusted	X5	X6
6556	ENST00000550657	lynx_canadensis	0	0	0	ENSG00000177889	UBE2N
6557	ENST00000550952	lynx_canadensis	3.67e-08	2.4948e-06	0.0004821201	ENSG00000196531	NACA
6558	ENST00000551245	lynx_canadensis	4e-10	2.05e-08	8.3194125e-06	ENSG00000135451	TROAP
6559	ENST00000555427	lynx_canadensis	1.0005e-06	6.90378e-05	0.00824037211323529	ENSG00000258839	MC1R
6560	ENST00000561096	lynx_canadensis	4.64e-08	2.7832e-06	0.000519306731034483	ENSG00000105419	MEIS3
6561	ENST00000561180	lynx_canadensis	1.0176e-06	7.22525e-05	0.0084379484352518	ENSG00000172575	RASGRP1
6562	ENST00000561555	lynx_canadensis	1.1108e-06	6.88685e-05	0.00824037211323529	ENSG00000103502	CDIPT
6563	ENST00000564831	lynx_canadensis	3.0244e-06	0.0001965862	0.019698665337037	ENSG00000184730	APOBR
6564	ENST00000568667	lynx_canadensis	8.5162e-06	0.0005876161	0.0467586870161765	ENSG00000140474	ULK3
6565	ENST00000572815	lynx_canadensis	2.17e-07	1.43211e-05	0.00223533092596154	ENSG00000132507	EIF5A
6566	ENST00000576431	lynx_canadensis	9.3398e-06	0.0006164285	0.0483405016449275	ENSG00000225663	MCRIP1
6567	ENST00000585332	lynx_canadensis	8.803e-07	5.89779e-05	0.00727074840227273	ENSG00000105261	OVOL3
6568	ENST00000587896	lynx_canadensis	3.897e-06	0.0001597774	0.0165201690076433	ENSG00000099622	CIRBP
6569	ENST00000587955	lynx_canadensis	5.615e-07	3.98642e-05	0.00534806246776859	ENSG00000132004	FBXW9
6570	ENST00000588282	lynx_canadensis	1.137e-06	5.91227e-05	0.00727074840227273	ENSG00000108639	SYNGR2
6571	ENST00000594064	lynx_canadensis	7.717e-07	4.86196e-05	0.0063139357344	ENSG00000105698	USF2
6572	ENST00000598585	lynx_canadensis	0	0	0	ENSG00000161671	EMC10
6573	ENST00000600042	lynx_canadensis	4.1e-09	3.042e-07	7.597044e-05	ENSG00000104835	SARS2
6574	ENST00000602346	lynx_canadensis	1.7e-09	7.8e-08	2.58402857142857e-05	ENSG00000120471	TP53AIP1
6575	ENST00000607784	lynx_canadensis	0	0	0	ENSG00000137106	GRHPR
6576	ENST00000608796	lynx_canadensis	8.019e-07	5.13188e-05	0.00661157206666667	ENSG00000175854	SWI5
6577	ENST00000610347	lynx_canadensis	0	0	0	ENSG00000167615	LENG8
6578	ENST00000611816	lynx_canadensis	3.0858e-06	0.000225263	0.0216372442544379	ENSG00000092148	HECTD1
6579	ENST00000612778	lynx_canadensis	3.1e-09	1.995e-07	5.48895508474576e-05	ENSG00000185499	MUC1
6580	ENST00000613788	lynx_canadensis	1.1e-08	7.383e-07	0.000168800336619718	ENSG00000117091	CD48
6581	ENST00000614775	lynx_canadensis	2.5e-09	1.105e-07	3.50882538461538e-05	ENSG00000250317	SMIM20
6582	ENST00000615367	lynx_canadensis	0	3e-10	1.94796e-07	ENSG00000168594	ADAM29
6583	ENST00000615445	lynx_canadensis	5.721e-07	3.71858e-05	0.0050530488225	ENSG00000149177	PTPRJ
6584	ENST00000616144	lynx_canadensis	0	0	0	ENSG00000126453	BCL2L12
6585	ENST00000616407	lynx_canadensis	3.06e-08	2.2679e-06	0.00044896122804878	ENSG00000275052	PPP4R3B
6586	ENST00000616441	lynx_canadensis	7.715e-07	2.93187e-05	0.00410284876810345	ENSG00000171611	PTCRA
6587	ENST00000617122	lynx_canadensis	3.453e-07	2.24443e-05	0.00331216656272727	ENSG00000183648	NDUFB1
6588	ENST00000619221	lynx_canadensis	0	0	0	ENSG00000144596	GRIP2
6589	ENST00000619304	lynx_canadensis	3.9643e-06	0.0002854301	0.0263260614392045	ENSG00000101447	FAM83D
6590	ENST00000622483	lynx_canadensis	1e-10	4.5e-09	2.0871e-06	ENSG00000140479	PCSK6
6591	ENST00000622669	lynx_canadensis	3.9778e-06	0.0002704886	0.0252347209413793	ENSG00000118855	MFSD1
6592	ENST00000622683	lynx_canadensis	0	6e-10	3.4785e-07	ENSG00000275832	ARHGAP23
6593	ENST00000622814	lynx_canadensis	1.78e-06	0.0001139201	0.0124950336709459	ENSG00000113430	IRX4
6594	ENST00000623662	lynx_canadensis	3.86e-08	2.0865e-06	0.00042337693125	ENSG00000277758	SYT15B
6595	ENST00000627305	lynx_canadensis	4e-10	2.53e-08	9.55104418604651e-06	ENSG00000155368	DBI
6596	ENST00000640067	lynx_canadensis	2.2e-09	1.574e-07	4.48258631578947e-05	ENSG00000187730	GABRD
6597	ENST00000642748	lynx_canadensis	9.987e-07	6.99113e-05	0.00828372359781022	ENSG00000124733	MEA1
6598	ENST00000644526	lynx_canadensis	1.5358e-06	0.0001044317	0.0117724985145833	ENSG00000136631	VPS45
6599	ENST00000645034	lynx_canadensis	6.5e-09	4.383e-07	0.000106192894029851	ENSG00000126091	ST3GAL3
6600	ENST00000645271	lynx_canadensis	6.441e-07	4.18696e-05	0.00557105915409836	ENSG00000284976	
6601	ENST00000650344	lynx_canadensis	2.2512e-06	0.000153081	0.0160320249870968	ENSG00000082701	GSK3B
6602	ENST00000651671	lynx_canadensis	0	1.5e-09	7.37863636363636e-07	ENSG00000148400	NOTCH1
6603	ENST00000651776	lynx_canadensis	0	0	0	ENSG00000156050	FAM161B
6604	ENST00000652269	lynx_canadensis	7.326e-07	5.49442e-05	0.00691402479534884	ENSG00000102890	ELMO3
6605	ENST00000652303	lynx_canadensis	0	0	0	ENSG00000129103	SUMF2
6606	ENST00000664196	lynx_canadensis	2.2148e-06	0.000155039	0.0161330005576923	ENSG00000102309	PIN4
6607	ENST00000666210	lynx_canadensis	5.26e-08	3.3636e-06	0.00060668132	ENSG00000188385	JAKMIP3
6608	ENST00000672304	lynx_canadensis	4e-10	3.03e-08	1.11786340909091e-05	ENSG00000133895	MEN1
6609	ENST00000672434	lynx_canadensis	1.9123e-06	0.0001453358	0.0153197145545455	ENSG00000162434	JAK1
6610	ENST00000246105	mustela_nigripes	0	3e-10	1.20936585365854e-07	ENSG00000125903	DEFB129
6611	ENST00000248437	mustela_nigripes	2.0777e-06	0.0001246601	0.0248238811180723	ENSG00000127824	TUBA4A
6612	ENST00000250615	mustela_nigripes	0	6e-10	2.20373333333333e-07	ENSG00000129673	AANAT
6613	ENST00000261889	mustela_nigripes	0	1e-10	4.34947368421053e-08	ENSG00000028528	SNX1
6614	ENST00000262306	mustela_nigripes	9.27e-08	6.1202e-06	0.00140492591111111	ENSG00000103363	ELOB
6615	ENST00000263160	mustela_nigripes	0	0	0	ENSG00000091664	SLC17A6
6616	ENST00000263468	mustela_nigripes	0	3e-10	1.20936585365854e-07	ENSG00000110318	CEP126
6617	ENST00000279028	mustela_nigripes	5.252e-07	3.83403e-05	0.0080213731443038	ENSG00000149635	OCSTAMP
6618	ENST00000282249	mustela_nigripes	0	2.5e-09	8.60833333333333e-07	ENSG00000152402	GUCY1A2
6619	ENST00000294489	mustela_nigripes	0	0	0	ENSG00000162493	PDPN
6620	ENST00000295622	mustela_nigripes	0	1e-10	4.34947368421053e-08	ENSG00000163424	TEX55
6621	ENST00000299687	mustela_nigripes	1.2e-09	9.03e-08	2.66514e-05	ENSG00000215421	ZNF407
6622	ENST00000301175	mustela_nigripes	0	0	0	ENSG00000250799	PRODH2
6623	ENST00000308354	mustela_nigripes	0	0	0	ENSG00000120913	PDLIM2
6624	ENST00000308744	mustela_nigripes	0	0	0	ENSG00000056291	NPFFR2
6625	ENST00000309664	mustela_nigripes	0	0	0	ENSG00000140506	LMAN1L
6626	ENST00000311124	mustela_nigripes	0	0	0	ENSG00000173638	SLC19A1
6627	ENST00000313135	mustela_nigripes	0	0	0	ENSG00000181408	UTS2R
6628	ENST00000315891	mustela_nigripes	1.536e-07	9.9821e-06	0.00226005683287671	ENSG00000114544	SLC41A3
6629	ENST00000317834	mustela_nigripes	0	0	0	ENSG00000178358	OR2D3
6630	ENST00000319555	mustela_nigripes	0	0	0	ENSG00000179588	ZFPM1
6631	ENST00000328596	mustela_nigripes	0	0	0	ENSG00000186891	TNFRSF18
6632	ENST00000335393	mustela_nigripes	0	0	0	ENSG00000167483	NIBAN3
6633	ENST00000336292	mustela_nigripes	1e-10	9e-09	2.91670588235294e-06	ENSG00000182253	SYNM
6634	ENST00000354232	mustela_nigripes	0	5e-10	1.92186046511628e-07	ENSG00000105379	ETFB
6635	ENST00000355349	mustela_nigripes	0	0	0	ENSG00000092054	MYH7
6636	ENST00000357552	mustela_nigripes	2.2e-09	1.506e-07	4.29158068965517e-05	ENSG00000196074	SYCP2
6637	ENST00000358430	mustela_nigripes	7e-10	5.07e-08	1.55179555555556e-05	ENSG00000164440	TXLNB
6638	ENST00000358473	mustela_nigripes	3e-10	1.46e-08	4.64055384615385e-06	ENSG00000125375	DMAC2L
6639	ENST00000359894	mustela_nigripes	3.1737e-06	0.0002031173	0.0394955615811765	ENSG00000129951	PLPPR3
6640	ENST00000367796	mustela_nigripes	3.6e-09	2.634e-07	7.02173419354839e-05	ENSG00000198734	F5
6641	ENST00000368376	mustela_nigripes	0	0	0	ENSG00000173171	MTX1
6642	ENST00000371019	mustela_nigripes	4.8803e-06	0.0002586544	0.0480341564404494	ENSG00000181274	FRAT2
6643	ENST00000375318	mustela_nigripes	0	1e-10	4.34947368421053e-08	ENSG00000151033	LYZL2
6644	ENST00000375375	mustela_nigripes	0	0	0	ENSG00000009709	PAX7
6645	ENST00000375500	mustela_nigripes	0	0	0	ENSG00000120563	LYZL1
6646	ENST00000375687	mustela_nigripes	0	0	0	ENSG00000171456	ASXL1
6647	ENST00000376694	mustela_nigripes	0	0	0	ENSG00000204610	TRIM15
6648	ENST00000378187	mustela_nigripes	8.32e-08	4.9924e-06	0.00116217446760563	ENSG00000204978	ERICH4
6649	ENST00000379198	mustela_nigripes	2.472e-06	0.0001483195	0.0291836273333333	ENSG00000176022	B3GALT6
6650	ENST00000379454	mustela_nigripes	0	0	0	ENSG00000198363	ASPH
6651	ENST00000380005	mustela_nigripes	0	0	0	ENSG00000175449	RFESD
6652	ENST00000381135	mustela_nigripes	0	3e-10	1.20936585365854e-07	ENSG00000159200	RCAN1
6653	ENST00000381756	mustela_nigripes	4.77e-08	3.6763e-06	0.000880607049275362	ENSG00000100083	GGA1
6654	ENST00000382985	mustela_nigripes	4.969e-07	3.37866e-05	0.00715929390769231	ENSG00000165792	METTL17
6655	ENST00000391620	mustela_nigripes	8.92e-08	4.1052e-06	0.000969296365714286	ENSG00000212935	KRTAP10-3
6656	ENST00000397248	mustela_nigripes	0	0	0	ENSG00000134470	IL15RA
6657	ENST00000398640	mustela_nigripes	0	0	0	ENSG00000249158	PCDHA11
6658	ENST00000399784	mustela_nigripes	0	4e-10	1.57409523809524e-07	ENSG00000170262	MRAP
6659	ENST00000400365	mustela_nigripes	4e-09	1.879e-07	5.26374779661017e-05	ENSG00000189169	KRTAP10-12
6660	ENST00000407693	mustela_nigripes	1.3e-09	8.87e-08	2.66514e-05	ENSG00000106853	PTGR1
6661	ENST00000409012	mustela_nigripes	1.52e-08	9.576e-07	0.000236227056716418	ENSG00000176058	TPRN
6662	ENST00000418460	mustela_nigripes	2.95e-08	1.6203e-06	0.000393828211764706	ENSG00000212916	MAP10
6663	ENST00000421922	mustela_nigripes	1.6e-09	1.161e-07	3.36649263157895e-05	ENSG00000160050	CCDC28B
6664	ENST00000426705	mustela_nigripes	2.9e-09	2.032e-07	5.59748266666667e-05	ENSG00000143416	SELENBP1
6665	ENST00000429849	mustela_nigripes	3.9738e-06	0.0002463775	0.0462741740909091	ENSG00000214700	C12orf71
6666	ENST00000430095	mustela_nigripes	7.511e-07	5.70806e-05	0.01179285196	ENSG00000002016	RAD52
6667	ENST00000432060	mustela_nigripes	7.6e-09	5.331e-07	0.000135555027692308	ENSG00000073737	DHRS9
6668	ENST00000434900	mustela_nigripes	0	0	0	ENSG00000112038	OPRM1
6669	ENST00000447102	mustela_nigripes	0	0	0	ENSG00000130005	GAMT
6670	ENST00000453954	mustela_nigripes	0	7e-10	2.51513043478261e-07	ENSG00000071564	TCF3
6671	ENST00000479303	mustela_nigripes	0	1.6e-09	5.62655319148936e-07	ENSG00000197448	GSTK1
6672	ENST00000479613	mustela_nigripes	2.289e-06	8.69826e-05	0.017748745837037	ENSG00000171130	ATP6V0E2
6673	ENST00000481065	mustela_nigripes	0	0	0	ENSG00000181847	TIGIT
6674	ENST00000502852	mustela_nigripes	5.813e-07	3.25531e-05	0.00698750177662338	ENSG00000198585	NUDT16
6675	ENST00000504120	mustela_nigripes	0	0	0	ENSG00000204970	PCDHA1
6676	ENST00000506364	mustela_nigripes	1.498e-07	1.13835e-05	0.00254252010810811	ENSG00000145700	ANKRD31
6677	ENST00000527701	mustela_nigripes	0	0	0	ENSG00000184571	PIWIL3
6678	ENST00000528054	mustela_nigripes	1e-10	3.8e-09	1.28176326530612e-06	ENSG00000213906	LTB4R2
6679	ENST00000535861	mustela_nigripes	1e-10	4.3e-09	1.421408e-06	ENSG00000147394	ZNF185
6680	ENST00000537817	mustela_nigripes	0	0	0	ENSG00000157895	C12orf43
6681	ENST00000545668	mustela_nigripes	1.7454e-06	0.0001029793	0.0207566081756098	ENSG00000013573	DDX11
6682	ENST00000545862	mustela_nigripes	0	0	0	ENSG00000183048	SLC25A10
6683	ENST00000550347	mustela_nigripes	0	6e-10	2.20373333333333e-07	ENSG00000139620	KANSL2
6684	ENST00000564053	mustela_nigripes	3.822e-07	2.82865e-05	0.00615156936842105	ENSG00000140939	NOL3
6685	ENST00000572815	mustela_nigripes	3.1e-09	2.123e-07	5.75228590163934e-05	ENSG00000132507	EIF5A
6686	ENST00000573081	mustela_nigripes	0	1e-10	4.34947368421053e-08	ENSG00000183979	NPB
6687	ENST00000588734	mustela_nigripes	6.6e-09	4.749e-07	0.000122642925	ENSG00000167900	TK1
6688	ENST00000612778	mustela_nigripes	0	0	0	ENSG00000185499	MUC1
6689	ENST00000614971	mustela_nigripes	7.5e-09	5.741e-07	0.000143768557575758	ENSG00000198862	LTN1
6690	ENST00000615367	mustela_nigripes	0	0	0	ENSG00000168594	ADAM29
6691	ENST00000619304	mustela_nigripes	5.3e-09	3.908e-07	0.00010252606984127	ENSG00000101447	FAM83D
6692	ENST00000622824	mustela_nigripes	0	0	0	ENSG00000198488	B3GNT6
6693	ENST00000636213	mustela_nigripes	0	0	0	ENSG00000179133	C10orf67
6694	ENST00000636508	mustela_nigripes	4e-10	2.49e-08	7.76504150943396e-06	ENSG00000283268	TEX54
6695	ENST00000643770	mustela_nigripes	4.2625e-06	0.0002386976	0.0453470566988506	ENSG00000226490	C8orf90
6696	ENST00000648352	mustela_nigripes	2.256e-07	1.33077e-05	0.002932662208	ENSG00000165182	CXorf58
6697	ENST00000652691	mustela_nigripes	0	0	0	ENSG00000197471	SPN
6698	ENST00000674031	mustela_nigripes	2.9864e-06	0.0002060589	0.0396016453395349	ENSG00000186191	BPIFB4
6699	ENST00000025399	lutra_lutra	1.722e-07	1.25671e-05	0.00129472352608696	ENSG00000023734	STRAP
6700	ENST00000215781	lutra_lutra	2.2863e-06	0.0001760475	0.0137740560495283	ENSG00000099985	OSM
6701	ENST00000215906	lutra_lutra	1.9e-09	1.251e-07	1.88639427272727e-05	ENSG00000128203	ASPHD2
6702	ENST00000216139	lutra_lutra	1.1e-09	6.91e-08	1.08128462264151e-05	ENSG00000100312	ACR
6703	ENST00000216361	lutra_lutra	9.6477e-06	0.00059816	0.0420410166101695	ENSG00000100473	COCH
6704	ENST00000219315	lutra_lutra	1.284e-07	9.5016e-06	0.00100384101401274	ENSG00000103037	SETD6
6705	ENST00000219478	lutra_lutra	7.41e-08	3.2619e-06	0.000381022079577465	ENSG00000103199	ZNF500
6706	ENST00000221327	lutra_lutra	1e-10	8.1e-09	1.50960337078652e-06	ENSG00000167384	ZNF180
6707	ENST00000230122	lutra_lutra	6e-10	4.88e-08	7.93574117647059e-06	ENSG00000112365	ZBTB24
6708	ENST00000230354	lutra_lutra	1e-10	6.6e-09	1.27295581395349e-06	ENSG00000112592	TBP
6709	ENST00000236040	lutra_lutra	2e-10	1.3e-08	2.3438152173913e-06	ENSG00000117385	P3H1
6710	ENST00000244289	lutra_lutra	5.497e-07	3.79302e-05	0.00341928384456522	ENSG00000079435	LIPE
6711	ENST00000250863	lutra_lutra	7.998e-07	5.03852e-05	0.00444542187446809	ENSG00000092345	DAZL
6712	ENST00000251143	lutra_lutra	0	5e-10	1.1680985915493e-07	ENSG00000103544	VPS35L
6713	ENST00000252996	lutra_lutra	1.51e-07	9.3628e-06	0.00100194041032258	ENSG00000130699	TAF4
6714	ENST00000254846	lutra_lutra	4.6436e-06	0.0002646826	0.0199558649372727	ENSG00000132510	KDM6B
6715	ENST00000257192	lutra_lutra	1.25e-08	7.886e-07	0.000103813557142857	ENSG00000134760	DSG1
6716	ENST00000257863	lutra_lutra	5.7976e-06	0.0004406149	0.032054733975	ENSG00000135409	AMHR2
6717	ENST00000257981	lutra_lutra	0	0	0	ENSG00000135519	KCNH3
6718	ENST00000259030	lutra_lutra	1.0913e-06	7.42074e-05	0.00618531730552764	ENSG00000136514	RTP4
6719	ENST00000260818	lutra_lutra	1.9856e-06	0.0001489173	0.0118186184454545	ENSG00000138246	DNAJC13
6720	ENST00000261207	lutra_lutra	0	2e-10	4.87852941176471e-08	ENSG00000058272	PPP1R12A
6721	ENST00000261879	lutra_lutra	5.4e-09	4.005e-07	5.53591125e-05	ENSG00000138613	APH1B
6722	ENST00000261889	lutra_lutra	5.4e-09	3.835e-07	5.390775e-05	ENSG00000028528	SNX1
6723	ENST00000262306	lutra_lutra	1e-10	9.3e-09	1.71399e-06	ENSG00000103363	ELOB
6724	ENST00000262970	lutra_lutra	1.7e-09	1.063e-07	1.61761293577982e-05	ENSG00000089847	ANKRD24
6725	ENST00000263012	lutra_lutra	0	0	0	ENSG00000103226	NOMO3
6726	ENST00000264245	lutra_lutra	1.564e-07	1.17289e-05	0.0012235677	ENSG00000031081	ARHGAP31
6727	ENST00000264638	lutra_lutra	6.057e-07	4.66386e-05	0.00415910999032258	ENSG00000108797	CNTNAP1
6728	ENST00000264690	lutra_lutra	8.5628e-06	0.0006250862	0.0433820284493724	ENSG00000164344	KLKB1
6729	ENST00000267803	lutra_lutra	2.7305e-06	0.0001829457	0.0141800015228972	ENSG00000140254	DUOXA1
6730	ENST00000270458	lutra_lutra	8.7246e-06	0.0004798536	0.034455981225974	ENSG00000142408	CACNG8
6731	ENST00000271857	lutra_lutra	0	0	0	ENSG00000143554	SLC27A3
6732	ENST00000272134	lutra_lutra	4e-10	2.13e-08	3.680240625e-06	ENSG00000243709	LEFTY1
6733	ENST00000272321	lutra_lutra	4.42e-08	3.3168e-06	0.000384725605594406	ENSG00000143951	WDPCP
6734	ENST00000274382	lutra_lutra	8.2615e-06	0.0006030861	0.0422083929987342	ENSG00000145721	LIX1
6735	ENST00000274766	lutra_lutra	1e-10	7.8e-09	1.47021136363636e-06	ENSG00000146049	KAAG1
6736	ENST00000278853	lutra_lutra	1.8652e-06	0.0001063136	0.00864423374117647	ENSG00000149506	ZP1
6737	ENST00000278886	lutra_lutra	5.579e-07	3.51482e-05	0.00320331424945055	ENSG00000101004	NINL
6738	ENST00000280245	lutra_lutra	6.5262e-06	0.0004829416	0.0345282427551724	ENSG00000150676	CCDC83
6739	ENST00000281581	lutra_lutra	3.8724e-06	0.0002207283	0.0168719830050691	ENSG00000151838	CCDC175
6740	ENST00000281830	lutra_lutra	1e-10	5.4e-09	1.05376235294118e-06	ENSG00000152049	KCNE4
6741	ENST00000284637	lutra_lutra	4.6995e-06	0.0003571624	0.0262135076495575	ENSG00000154447	SH3RF1
6742	ENST00000290894	lutra_lutra	0	0	0	ENSG00000138606	SHF
6743	ENST00000291691	lutra_lutra	4e-10	3.01e-08	5.1471e-06	ENSG00000160298	C21orf58
6744	ENST00000291890	lutra_lutra	4.088e-07	2.45298e-05	0.00232500452914286	ENSG00000189430	NCR1
6745	ENST00000294119	lutra_lutra	2.17e-08	1.5857e-06	0.000196283626119403	ENSG00000162191	UBXN1
6746	ENST00000295171	lutra_lutra	0	0	0	ENSG00000163040	CCDC74A
6747	ENST00000295981	lutra_lutra	0	2.3e-09	4.7687625e-07	ENSG00000163702	IL17RC
6748	ENST00000298892	lutra_lutra	3.486e-07	2.47507e-05	0.00233261284602273	ENSG00000110888	CAPRIN2
6749	ENST00000310127	lutra_lutra	0	1.9e-09	4.04042307692308e-07	ENSG00000130270	ATP8B3
6750	ENST00000310463	lutra_lutra	0	0	0	ENSG00000152076	CCDC74B
6751	ENST00000311469	lutra_lutra	1.5566e-06	0.0001089619	0.00877354871504854	ENSG00000173085	COQ2
6752	ENST00000315580	lutra_lutra	0	0	0	ENSG00000182196	ARL6IP4
6753	ENST00000320865	lutra_lutra	3e-10	2.09e-08	3.64914e-06	ENSG00000175711	B3GNTL1
6754	ENST00000321027	lutra_lutra	8.474e-07	5.93193e-05	0.0051246314015625	ENSG00000005436	GCFC2
6755	ENST00000327536	lutra_lutra	1.2641e-06	8.97504e-05	0.00736975190495049	ENSG00000183578	TNFAIP8L3
6756	ENST00000328596	lutra_lutra	0	0	0	ENSG00000186891	TNFRSF18
6757	ENST00000328913	lutra_lutra	5e-10	3.44e-08	5.705928e-06	ENSG00000053524	MCF2L2
6758	ENST00000329214	lutra_lutra	8.986e-07	6.29017e-05	0.00537809535	ENSG00000185298	CCDC137
6759	ENST00000332539	lutra_lutra	4.1499e-06	0.0002987911	0.0222244303843049	ENSG00000183134	PTGDR2
6760	ENST00000335393	lutra_lutra	0	0	0	ENSG00000167483	NIBAN3
6761	ENST00000335624	lutra_lutra	2.715e-07	1.92795e-05	0.00184849171387283	ENSG00000186806	VSIG10L
6762	ENST00000337755	lutra_lutra	2.8216e-06	0.0001862275	0.0143672350813953	ENSG00000161013	MGAT4B
6763	ENST00000338010	lutra_lutra	1.097e-07	7.7861e-06	0.000838623640909091	ENSG00000161642	ZNF385A
6764	ENST00000340437	lutra_lutra	1.895e-07	1.40193e-05	0.00143542055	ENSG00000149532	CPSF7
6765	ENST00000341083	lutra_lutra	1.53e-08	9.791e-07	0.000123971997709924	ENSG00000165626	BEND7
6766	ENST00000343017	lutra_lutra	3.372e-07	2.09033e-05	0.00199266113275862	ENSG00000178996	SNX18
6767	ENST00000354386	lutra_lutra	0	0	0	ENSG00000100578	KIAA0586
6768	ENST00000354753	lutra_lutra	1.28e-08	9.099e-07	0.000116096240769231	ENSG00000160360	GPSM1
6769	ENST00000355123	lutra_lutra	0	2.4e-09	4.91466666666667e-07	ENSG00000198399	ITSN2
6770	ENST00000356535	lutra_lutra	2.452e-07	1.74064e-05	0.00169835268705882	ENSG00000164434	FABP7
6771	ENST00000358078	lutra_lutra	2.276e-07	1.68437e-05	0.00168305091506024	ENSG00000072182	ASIC4
6772	ENST00000358933	lutra_lutra	0	0	0	ENSG00000038358	EDC4
6773	ENST00000359415	lutra_lutra	7.147e-07	5.07407e-05	0.00445310048095238	ENSG00000095139	ARCN1
6774	ENST00000359999	lutra_lutra	0	0	0	ENSG00000148204	CRB2
6775	ENST00000360589	lutra_lutra	4.5e-09	3.363e-07	4.78187615384615e-05	ENSG00000144031	ANKRD53
6776	ENST00000361483	lutra_lutra	2.997e-06	0.0002127871	0.0163402760541667	ENSG00000198324	PHETA1
6777	ENST00000367134	lutra_lutra	0	0	0	ENSG00000174502	SLC26A9
6778	ENST00000367723	lutra_lutra	4.6e-09	3.373e-07	4.78187615384615e-05	ENSG00000094975	SUCO
6779	ENST00000368376	lutra_lutra	0	0	0	ENSG00000173171	MTX1
6780	ENST00000368586	lutra_lutra	0	0	0	ENSG00000171811	CFAP46
6781	ENST00000369620	lutra_lutra	0	0	0	ENSG00000160211	G6PD
6782	ENST00000369653	lutra_lutra	0	0	0	ENSG00000102178	UBL4A
6783	ENST00000369784	lutra_lutra	0	0	0	ENSG00000162775	RBM15
6784	ENST00000369888	lutra_lutra	6.7562e-06	0.0004796914	0.034455981225974	ENSG00000196700	ZNF512B
6785	ENST00000370747	lutra_lutra	2.845e-07	1.87762e-05	0.00181413561976744	ENSG00000137965	IFI44
6786	ENST00000370898	lutra_lutra	0	0	0	ENSG00000254685	FPGT
6787	ENST00000371920	lutra_lutra	5.2753e-06	0.0002637667	0.0199558649372727	ENSG00000102021	LUZP4
6788	ENST00000371957	lutra_lutra	4.9e-09	3.343e-07	4.78187615384615e-05	ENSG00000198870	STKLD1
6789	ENST00000372470	lutra_lutra	4.58e-08	3.4355e-06	0.00039572665625	ENSG00000117400	MPL
6790	ENST00000373593	lutra_lutra	2.526e-07	1.56591e-05	0.00158376519329268	ENSG00000160055	TMEM234
6791	ENST00000374155	lutra_lutra	0	7e-10	1.612625e-07	ENSG00000188282	RUFY4
6792	ENST00000374846	lutra_lutra	1.137e-07	7.7329e-06	0.000838337335294118	ENSG00000125971	DYNLRB1
6793	ENST00000375774	lutra_lutra	0	0	0	ENSG00000153487	ING1
6794	ENST00000376296	lutra_lutra	6.2034e-06	0.0001798983	0.0140092633901408	ENSG00000204544	MUC21
6795	ENST00000376511	lutra_lutra	7.82e-08	5.8675e-06	0.000653182701342282	ENSG00000204569	PPP1R10
6796	ENST00000376576	lutra_lutra	7.9e-09	5.243e-07	7.1283312295082e-05	ENSG00000116685	KIAA2013
6797	ENST00000376694	lutra_lutra	1.03e-08	5.969e-07	8.04941487804878e-05	ENSG00000204610	TRIM15
6798	ENST00000376708	lutra_lutra	1.6276e-06	0.0001074238	0.00869189546634146	ENSG00000204612	FOXB2
6799	ENST00000377211	lutra_lutra	5e-10	3.85e-08	6.32276732673267e-06	ENSG00000136160	EDNRB
6800	ENST00000377340	lutra_lutra	1.84e-07	1.23291e-05	0.001278142385625	ENSG00000101343	CRNKL1
6801	ENST00000381135	lutra_lutra	6.54e-08	4.2486e-06	0.0004826817	ENSG00000159200	RCAN1
6802	ENST00000381261	lutra_lutra	1e-10	7.8e-09	1.47021136363636e-06	ENSG00000197976	AKAP17A
6803	ENST00000381474	lutra_lutra	0	0	0	ENSG00000185164	NOMO2
6804	ENST00000381539	lutra_lutra	2.486e-07	1.61586e-05	0.00162437998909091	ENSG00000187258	NPSR1
6805	ENST00000382477	lutra_lutra	4.06e-08	2.5957e-06	0.000309747308633094	ENSG00000099625	CBARP
6806	ENST00000383801	lutra_lutra	4.574e-07	3.47638e-05	0.00320270226961326	ENSG00000157020	SEC13
6807	ENST00000389420	lutra_lutra	0	0	0	ENSG00000173157	ADAMTS20
6808	ENST00000389561	lutra_lutra	2.286e-07	1.71423e-05	0.00169354257321429	ENSG00000183495	EP400
6809	ENST00000389774	lutra_lutra	0	5e-10	1.1680985915493e-07	ENSG00000241484	ARHGAP8
6810	ENST00000392358	lutra_lutra	0	0	0	ENSG00000169727	GPS1
6811	ENST00000392790	lutra_lutra	9.9996e-06	0.0005299768	0.0374073411982979	ENSG00000138161	CUZD1
6812	ENST00000393794	lutra_lutra	0	0	0	ENSG00000005075	POLR2J
6813	ENST00000393797	lutra_lutra	8.23e-08	6.0881e-06	0.000673222098	ENSG00000123329	ARHGAP9
6814	ENST00000393980	lutra_lutra	2.026e-07	1.47906e-05	0.00150510234478528	ENSG00000170231	FABP6
6815	ENST00000394780	lutra_lutra	8.08e-08	5.8168e-06	0.00065191392972973	ENSG00000101901	ALG13
6816	ENST00000396581	lutra_lutra	4.619e-07	2.77131e-05	0.00259704626949153	ENSG00000204614	TRIM40
6817	ENST00000397147	lutra_lutra	0	0	0	ENSG00000100365	NCF4
6818	ENST00000397248	lutra_lutra	1.2186e-06	7.31151e-05	0.00612505133181818	ENSG00000134470	IL15RA
